O95825	O43255
O95825	Q8N1E6
O95825	P22681
O95825	Q9UKT7
Q9Y2J0	P98170
Q13905	P22681
Q13905	O60260
Q13905	P38398
Q5TD94	Q9UKT7
Q5TD94	P22681
Q5TD94	Q9HAU4
Q14160	Q7Z6Z7
Q14160	Q9UKT7
Q14160	P22681
Q14160	Q8IUQ4
Q14160	Q05086
Q14160	Q9H469
O43236	Q9H469
O43236	Q9Y297
O43236	P98170
O43236	P38398
O43236	P40337
O43236	Q9UF56
A0MZ66	P98170
A0MZ66	Q9H0M0
A0MZ66	Q7Z6Z7
A0MZ66	Q13049
A0MZ66	Q8NG27
Q96IW7	Q13049
Q9NY87	P22681
Q9NY87	Q13489
Q8WWX8	O43791
P51170	Q86YT6
P51170	Q9Y4K3
P51170	Q9UKC9
Q01118	O43255
Q01118	Q9UM11
Q01118	P38398
Q01118	Q9UKC9
Q01118	Q8NHY2
Q01118	Q9H469
Q01118	Q86YJ5
O94864	Q9Y297
O94864	P22681
O94864	Q05086
O94864	Q9UKT7
O94864	Q8N1E6
O94864	O43791
Q9C0H2	Q05086
Q9C0H2	O60260
O15400	Q9UKT7
O15400	P98170
Q6ZVD7	Q9UKV5
Q6ZVD7	Q8IUQ4
Q6ZVD7	Q8N1E6
Q6ZVD7	Q9Y297
Q96FS4	Q86TM6
Q96FS4	P98170
Q9H6E5	Q8NHY2
Q587J7	Q9UM11
Q587J7	Q9HAU4
Q587J7	Q9NXK8
Q9BQ70	Q9UKT7
Q9BQ70	Q9NXK8
Q9BQ70	Q96PU5
Q9BQ70	Q13489
Q9BQ70	Q7Z6Z7
Q9BQ70	Q8NHY2
Q5QJ38	O60260
Q5QJ38	Q969Q1
Q5QJ38	P22681
Q5QJ38	O43255
Q5QJ38	Q8N1E6
Q9BQE3	O60260
Q9BQE3	Q9Y297
P36402	O60260
P36402	Q9UM11
P36402	Q9UKA1
P36402	Q9UKT7
Q9BSN7	P22681
Q9BQ16	P40337
Q9C026	Q9Y297
Q9C026	Q9UKA1
Q9C026	Q96PU5
Q8NDY8	Q9Y297
Q8NDY8	Q9UKT7
Q8NDY8	Q96PU5
Q8NDY8	Q9Y4K3
Q8NDY8	Q9H0M0
Q8NDY8	Q8NG27
Q9BXA7	Q9UF56
Q9BXA7	O43255
Q86TV6	Q9NXK8
Q96AY4	Q9UM11
Q9ULE0	Q9Y297
Q9ULE0	Q05086
Q9ULE0	Q9UKA1
Q9ULE0	Q9Y4K3
Q9ULE0	Q8IUQ4
Q9ULE0	P40337
Q9ULE0	O43791
Q9ULE0	Q9UJT9
P12956	Q9Y297
Q9UKI3	Q8IUQ4
Q9UKI3	Q9UKV5
Q9UKI3	Q9NXK8
A6NCI4	Q9UKC9
A6NCI4	Q13049
A6NCI4	Q96CD0
Q8IZQ1	Q8IUQ4
Q8IZQ1	Q86YJ5
Q8IZQ1	Q9UKC9
Q8IZQ1	Q96CD0
Q8IZQ1	Q9UKT7
Q8IUH4	O43255
Q8TAW3	Q05086
Q8TAW3	Q9UM11
Q9BSG1	Q8NHY2
P37275	Q8IUQ4
P0DPD5	P22681
P0DPD5	O43255
A6NN14	Q96PM5
Q9UPR6	Q9UKT7
Q9ULD5	Q7Z6Z7
Q9ULD5	P98170
Q3KP31	Q9UF56
Q6ZRP7	Q9Y4K3
Q6ZRP7	Q9UKV5
Q6ZRP7	Q05086
Q7Z6P3	Q8N1E6
Q7Z6P3	Q9Y297
Q6ZWK4	Q9Y297
Q6ZWK4	Q05086
Q6ZWK4	Q8NHY2
Q6ZWK4	Q9UKA1
O14715	Q5T0T0
O14715	Q9H469
O14715	Q8N1E6
O14715	P38398
O14715	Q9H0M0
O14715	Q13489
O14715	Q8NHY2
O14715	Q96CD0
O14715	O43791
O14715	Q9HAU4
Q15796	Q96PU5
Q15796	Q9UKC9
Q15796	Q13489
Q15796	Q9HAU4
Q15796	Q5T0T0
Q15796	Q8NG27
Q15796	P38398
Q15796	Q9H0M0
Q8N5C8	P22681
Q8N5C8	Q8N1E6
P57082	Q9UKT7
P57082	Q96PU5
P57082	Q13049
Q5JRA6	P22681
Q5JRA6	Q96PU5
Q9UL49	Q96PU5
Q9UL49	Q96EP1
Q9UBB9	Q9UF56
Q9UBB9	Q8IUQ4
Q9UBB9	Q9UKT7
Q68CZ2	Q86YJ5
Q68CZ2	Q8NHY2
Q68CZ2	Q9H469
Q68CZ2	Q9Y297
Q68CZ2	Q9UM11
Q68CZ2	Q13489
Q68CZ2	O00308
Q9BXT5	Q96CD0
Q92544	O43255
Q92544	Q9Y297
Q8TBR7	Q96CD0
O75509	Q9Y297
O75509	O43791
Q96GM8	Q9UKC9
Q7Z4K8	Q9Y297
Q7Z4K8	Q05086
Q7Z4K8	O60260
Q7Z4K8	Q8N1E6
Q7Z4K8	Q9UJT9
Q7Z4K8	O00308
Q9UJV3	Q9UKV5
Q06418	P40337
Q9H3M7	Q9UKC9
Q9H3M7	Q9HAU4
Q9H3M7	Q8NG27
Q7Z4N2	Q8IUQ4
Q7Z4N2	Q13489
Q7Z4N2	O76064
A0A0B4J240	Q86YJ5
A0A0J9YY54	Q86YJ5
O75604	O43791
Q05086	Q86YT6
Q9UPW8	Q9UKT7
Q9UPW8	Q9UKV5
Q9UPW8	P22681
Q9UPW8	Q8IUQ4
Q9UPW8	Q8N1E6
Q9UPW8	Q86YT6
Q9UPW8	O43255
Q9UPW8	Q86TM6
Q9UPW8	O00308
P55851	Q96CD0
P51784	Q9UKT7
P51784	Q8N1E6
P51784	P38398
P51784	Q9UKC9
P51784	Q9UKV5
P51784	Q9H469
Q9UPT9	O60260
Q9UPT9	Q8N1E6
Q9UPT9	Q86YT6
Q9UPT9	Q7Z6Z7
Q96NZ8	Q9UM11
O43516	Q13489
O43516	Q96PM5
O43516	Q8NG27
Q92558	P38398
Q92558	Q7Z6Z7
Q92558	Q8NHY2
Q92558	O00308
Q92558	O76064
C4AMC7	P22681
C4AMC7	Q8IUQ4
C4AMC7	Q9H0M0
C4AMC7	Q8NG27
Q13488	Q9UKC9
Q8NCP5	O60260
Q8NCP5	Q86YT6
Q8NCP5	Q96EP1
Q8NCP5	Q9NXK8
Q9UJL9	Q9UKT7
Q9UJL9	Q05086
Q8N3U4	Q9Y297
Q8N3U4	P22681
Q8N3U4	Q86TM6
Q8N3U4	Q05086
Q8N3U4	O43255
Q8N3U4	Q8N1E6
Q8N3U4	Q86YJ5
Q8N3U4	O43791
P08842	Q9Y297
P08842	O43255
P08842	Q9UKC9
P08842	Q8NHY2
Q7Z7C7	Q9Y297
Q7Z7C7	Q96PU5
Q7Z7C7	O43791
P21980	Q9UF56
P21980	Q8NHY2
P21980	Q9NXK8
P02786	Q9UKT7
P02786	Q8N1E6
P02786	Q96EP1
P02786	Q9H469
P02786	Q5T0T0
